gender,age,id,became_member_on (year month day),income,ever_married,kids,home_state,Cluster
M,65,389bc3fa690240e798340f5a15918d5c,20180209,53000.0,Yes,5,Missouri,3
M,24,e08a264dc9a54efca07e1cf7e9b38480,20150427,69000.0,Yes,4,Missouri,3
M,66,15705f6ebfe4407991e5707d830aacb7,20150317,50000.0,Yes,4,Missouri,3
M,66,2d4ca96dc1584507a5187a054d781623,20151212,62000.0,Yes,2,Missouri,3
M,50,f7662fcebd8049b280cc95b70caa1f23,20160911,39000.0,Yes,1,Missouri,3
M,32,ed67dd8bc29b455ab00407fa2500b7d6,20150501,47000.0,Yes,0,Missouri,3
M,54,6c2504661149460d8a44d95e99ca3186,20180529,58000.0,Yes,5,Missouri,3
M,23,e60f4ead8cb6426ea089ed07a42b3780,20180510,35000.0,Yes,3,Missouri,3
M,52,6015ae2b3e4742d185a45f5f9abe2848,20180714,40000.0,Yes,0,Missouri,3
M,57,4c96ca31cb434fb2a0aaecc2c1961cb0,20180121,35000.0,Yes,3,Missouri,3
M,52,56d7808ea6a041aabe04eb3f49753948,20180210,86000.0,Yes,2,Missouri,3
M,58,0bbcf0985bd04fc4bbf77b4500ada512,20161010,61000.0,Yes,0,Missouri,3
M,40,cdbc4f8a3ff24e5eb0dad07f9a32d11f,20171021,50000.0,Yes,2,Missouri,3
M,66,fc96a24cd4bb4e65983e2598213a6c53,20170920,72000.0,Yes,0,Missouri,3
M,46,342d282824ff455c924338fedf996076,20170827,58000.0,Yes,0,Missouri,3
M,51,0ff807928b5a4975befa9d967f31120a,20180312,49000.0,Yes,3,Missouri,3
M,50,53bd1a40dbf44d708b6f2428298c3a49,20140114,58000.0,Yes,3,Missouri,3
M,67,87baffa663b24a639035a82459834c62,20171226,91000.0,Yes,3,Missouri,3
M,28,b53485486c7946fdb4bfb5230bb300e7,20180116,48000.0,Yes,1,Missouri,3
M,60,a3c2a505d62744f7b5d125930b533a33,20150916,71000.0,Yes,2,Missouri,3
M,60,0b2c053116874c8abe7c1c4aa9af7e24,20180708,60000.0,Yes,0,Missouri,3
M,53,3c0eb58dc0d7443fa97c4cdc2996728a,20180313,98000.0,Yes,3,Missouri,3
M,56,970841fd5c234c6c84a2d7126edc1dfb,20170904,38000.0,Yes,3,Missouri,3
M,56,d6288202024a428ca83d6729f98b5050,20180120,73000.0,Yes,2,Missouri,3
M,47,39d1621259f34cbd971d7633e89b8d92,20171025,45000.0,Yes,0,Missouri,3
M,42,25ea68fd0d5541c4a4b24b16d02e88df,20180423,34000.0,Yes,2,Missouri,3
M,38,b3f40d0ce6694c18b8e7f0cfd05b882f,20150917,44000.0,Yes,0,Missouri,3
M,54,87434c4438e945e78107fc4fcf0c6a9f,20161017,62000.0,Yes,0,Missouri,3
M,51,9b261db99d374278be6eba85fe873939,20170824,96000.0,Yes,0,Missouri,3
M,30,70b101d6e43e48efb30af0569413eb9a,20151105,47000.0,Yes,2,Missouri,3
M,67,93c1bcc3ec6f420aa9cf50d0d88996fb,20170102,72000.0,Yes,0,Missouri,3
M,58,20ed2ff30ba54901beb1accd472a013f,20151125,114000.0,Yes,5,Missouri,3
M,30,ee1cfd321c9c4f0fa2a2f6078078a0e0,20180219,64000.0,Yes,4,Missouri,3
M,63,7d54b36f7d65453094592e734f3b1f5d,20160616,96000.0,Yes,2,Missouri,3
M,51,da5aaa183d4b49ad8deafa2630df4ab2,20171006,70000.0,Yes,1,Missouri,3
M,23,5a72c88daab343ab89b3432e7ab11317,20180224,49000.0,Yes,1,Missouri,3
M,49,d46757a6ccc84ecd8141cd74767031b2,20170402,83000.0,Yes,2,Missouri,3
M,46,e2415c178a064a36b1081c2816f75e19,20180516,40000.0,Yes,2,Missouri,3
M,61,2f2289042c584e1abdcd4828ce5d5354,20170802,117000.0,Yes,4,Missouri,3
M,49,beac80ebf5c84f278be6412ee2b52ddd,20180102,65000.0,Yes,0,Missouri,3
M,45,ad709f2af7d8454ea31cde47983f2563,20180618,40000.0,Yes,2,Missouri,3
M,39,4a8175a1b299409596276f93dd55a199,20170724,71000.0,Yes,1,Missouri,3
M,54,0a3fe7f225ef42798190a1654b9a43ac,20180119,61000.0,Yes,5,Missouri,3
M,53,f8638593542b4a5b8739b5d12dbb3680,20180219,32000.0,Yes,0,Missouri,3
M,41,98052fcaec9943b79064c5fdf97370ec,20171013,44000.0,Yes,2,Missouri,3
M,21,3aceb78293b742efbcf93b03af4c83fc,20180306,63000.0,Yes,2,Missouri,3
M,45,33d933f005aa41a39673220662db5294,20150722,62000.0,Yes,0,Missouri,3
M,59,8dadd4f054dd4b57a445e8439956ee67,20180302,75000.0,Yes,1,Missouri,3
M,65,3be15bacb2064198874cbf898ca5cf82,20180521,63000.0,Yes,1,Missouri,3
M,58,3091fdb6abd64e72b9622c14950937b7,20160816,114000.0,Yes,3,Missouri,3
M,27,9b7fd41103a84ffd892f8a3afc178577,20180115,68000.0,Yes,4,Missouri,3
M,57,f6bf679b31ef445aac27b5002601e8cf,20170908,68000.0,Yes,0,Missouri,3
M,55,3fa1eb81473c41459439cd5749c49cb4,20170818,61000.0,Yes,0,Missouri,3
M,47,2300b9fba71048488b040245ffa14709,20140814,62000.0,Yes,1,Missouri,3
M,36,48f619684f974654b7643f28dfd8e1ea,20130828,52000.0,Yes,3,Missouri,3
M,26,0abf09a9470a46c392425e988493ecef,20150816,62000.0,Yes,4,Missouri,3
M,33,95765fd88ae6450e804c6faeb77b45be,20170126,63000.0,Yes,2,Missouri,3
M,52,abb7d3c2fc1245e485bd35e77d751148,20151108,73000.0,Yes,0,Missouri,3
M,64,0c41798831f44abfbe474aba2ee0a802,20170723,57000.0,Yes,3,Missouri,3
M,44,01fe5ec668f241608eb2f7ec374cb1b7,20170802,64000.0,Yes,3,Missouri,3
M,19,386c579db7b84dc1ae1ffd88e2f94097,20180219,74000.0,Yes,1,Missouri,3
M,46,1794e0fdfb414ac8a63bf0f26aa01c42,20180616,51000.0,Yes,5,Missouri,3
M,44,02e4c9dff62e4857a429a4be3ba73ed0,20171017,74000.0,Yes,0,Missouri,3
M,23,2e6aab1dfef6443aa00ab9567c72e4b5,20131024,53000.0,Yes,3,Missouri,3
M,41,917c54dadd014c42bc06a2317d98b8bf,20171112,60000.0,Yes,0,Missouri,3
M,22,131ecf81d424411b88d504a6dd35bc74,20180518,63000.0,Yes,5,Missouri,3
M,43,46793479567542f2af5582f99653338e,20180208,33000.0,Yes,1,Missouri,3
M,65,e090625f96d84893ae91f09e609feb8e,20161006,39000.0,Yes,0,Missouri,3
M,32,e2880c9e137a45358660085f5ced186f,20171114,52000.0,Yes,1,Missouri,3
M,66,eef2201f5ff142aa8d436dc6af533e18,20140531,80000.0,Yes,2,Missouri,3
M,63,72fd89b126944b1488c0ae385c75e707,20160902,119000.0,Yes,1,Missouri,3
M,62,a73dd52818714d8d9b36e02affd56a59,20180621,45000.0,Yes,0,Missouri,3
M,19,60ce7058fd174a128b48371bd1dbd61b,20140224,73000.0,Yes,1,Missouri,3
M,28,cd05970e3853417d94e259973fdab920,20170824,65000.0,Yes,0,Missouri,3
M,65,3de34e36962a47f988fa0136f8ae22a9,20170405,104000.0,Yes,0,Missouri,3
M,65,fea7f0873bb046ea90e6afdf963f8679,20170919,35000.0,Yes,0,Missouri,3
M,27,7d91899d3b73484b9d23340fd04f7b83,20151210,43000.0,Yes,1,Missouri,3
M,35,b496625e7c30473e8883e5eccecc1127,20180122,69000.0,Yes,3,Missouri,3
M,47,9215974995e746d79398eb22de1c9742,20160301,45000.0,Yes,4,Missouri,3
M,52,68213b08d99a4ae1b0dcb72aebd9aa35,20180408,62000.0,Yes,3,Missouri,3
