gender,age,id,became_member_on (year month day),income,ever_married,kids,home_state,Cluster
M,68,e2127556f4f64592b11af22de27a7932,20180426,70000.0,Yes,3,Florida,2
M,68,d3f146b615514c6380b168bb3df5f05b,20170823,87000.0,Yes,0,Florida,2
M,75,a5a6ef2b78a04ddc9f374dd7c7f60bff,20151129,52000.0,Yes,1,Florida,2
M,77,d8af520c4a8a4c77b921098d7d838c4d,20160730,51000.0,Yes,2,Florida,2
M,76,39dbcf43e24d41f4bbf0f134157e0e1e,20140831,64000.0,Yes,2,Florida,2
M,78,571b739ada3041fb8fbd20f23ce034f7,20151111,58000.0,Yes,0,Florida,2
M,74,e641af076cc54529bec6ab61fc25f4a6,20180712,48000.0,Yes,2,Florida,2
M,71,6747dda08bed46298c23e05b64820a3a,20170129,57000.0,Yes,2,Florida,2
M,83,4c29d22467af4d7faa137c4eedd65340,20180127,46000.0,Yes,1,Florida,2
M,79,81e9ad5fa55a4884b65e01a5db8f1b4e,20160627,67000.0,Yes,0,Florida,2
M,77,88baa20c29a94178a43a7d68e5f039d4,20180702,69000.0,Yes,2,Florida,2
M,74,8486e692a5f94d179d507eaca848ecbd,20140820,53000.0,Yes,1,Florida,2
M,68,c863af14b3654499b1caea5e640136d2,20180207,58000.0,Yes,0,Florida,2
M,72,1827da57bb924833a6f73c79b5f2bbc5,20180601,33000.0,Yes,2,Florida,2
M,85,4e233f02eff840c7a3e5ec15d55d7d23,20180726,67000.0,Yes,0,Florida,2
M,51,11da2f066d3943699d10b61fd276fd1a,20160810,92000.0,Yes,2,Florida,2
M,81,accec36a10704e1fbaeb9b28b8bc5da8,20180503,93000.0,Yes,4,Florida,2
M,82,5a3d291f75984396b6eb2800206ec716,20180108,72000.0,Yes,1,Florida,2
M,90,bf2c086d4c4049289df1e0c8ea08f55c,20180509,45000.0,Yes,5,Florida,2
M,71,18174519037241e9b1ddcb627ca4dc41,20180321,30000.0,Yes,2,Florida,2
