gender,age,id,became_member_on (year month day),income,ever_married,kids,home_state,Cluster
M,52,629fc02d56414d91bca360decdfa9288,20180605,72000.0,Yes,1,Ohio,85
M,21,0b9cac742f534951b5af48395dfe6879,20180303,52000.0,Yes,0,Ohio,85
M,25,4cce01bbc3d742c994f654f8c1ecd6b4,20151116,66000.0,Yes,0,Ohio,85
M,56,bb0f25e23a4c4de6a645527c275cd594,20140611,76000.0,Yes,1,Ohio,85
M,63,d791a7a91a0343c4885594c348211fb2,20170924,70000.0,Yes,2,Ohio,85
M,43,3cabd0099961416b9810043e7eb0f743,20151218,52000.0,Yes,2,Ohio,85
M,63,17de6561a3004989bc30f9e2a45e5a3d,20140806,44000.0,Yes,0,Ohio,85
M,38,e2fde1e26e474422b36954f98454795d,20150820,46000.0,Yes,1,Ohio,85
M,26,dba0582e295e4cb48263751157e4e821,20180119,44000.0,Yes,0,Ohio,85
M,62,9b0cdf56c54f4e52a971f90936e46607,20150121,72000.0,Yes,1,Ohio,85
M,60,9f844ff5e58845b796907df7a9364689,20180524,66000.0,Yes,3,Ohio,85
M,34,c736395b0ae041eb8797f4abd11f6144,20140824,50000.0,Yes,2,Ohio,85
M,62,21fbd00c84bc49e59278f2c8448a5a9c,20170915,85000.0,Yes,2,Ohio,85
M,65,b37f326ddd0c49ae99c7d1a32512a561,20180223,94000.0,Yes,3,Ohio,85
M,64,d9f4ee05c261477a89fb30fca50cf4e0,20180426,47000.0,Yes,3,Ohio,85
M,47,ac89ec1b0527491e81567de2c0bdb296,20171014,58000.0,Yes,2,Ohio,85
M,66,1502fe1c8f9c4973bc0631d34f5147bf,20161120,103000.0,Yes,5,Ohio,85
M,48,a68b9966964240caa919b0c08c201904,20180112,37000.0,Yes,3,Ohio,85
M,57,a2a18d707be74e16b724a57dc78fb40b,20160404,76000.0,Yes,2,Ohio,85
M,50,5ec9aeb4a48e4c5abfa6732d73ca3f7b,20151124,37000.0,Yes,0,Ohio,85
M,46,5835a7842e97470daa32e6dbd3006e8e,20171123,67000.0,Yes,2,Ohio,85
M,55,78787ca4fcff43b99e908dd217de8562,20140712,39000.0,Yes,1,Ohio,85
M,51,b45b854569d64beabea05969c901cd8b,20160702,65000.0,Yes,2,Ohio,85
M,67,bb9e58e712404f8caa0105bbae0c6edb,20160525,35000.0,Yes,2,Ohio,85
M,48,e93328e346df40dcaa64e659bbd0fbaf,20170531,69000.0,Yes,0,Ohio,85
M,19,2dc4ef0c0d1047ed81645078844b2e06,20170427,44000.0,Yes,0,Ohio,85
M,66,ad7e224e857e419d9db92451e8969e85,20150508,55000.0,Yes,1,Ohio,85
M,49,03e507f56bd34d3dacdecb5eb87111f7,20140224,77000.0,Yes,0,Ohio,85
M,67,f3b5a0743b364e3593283215d9ded135,20160705,92000.0,Yes,2,Ohio,85
M,42,8ce4fb9c95a440f0ae576e446060422b,20180324,54000.0,Yes,3,Ohio,85
M,65,615925c2e1394f50862005e5a1190585,20180425,105000.0,Yes,2,Ohio,85
M,53,8aabde4b5b4b4ab593a05c8607086a0a,20131026,52000.0,Yes,3,Ohio,85
M,29,b933a44abdc14d34ac88cc9af26cc0b0,20180612,50000.0,Yes,3,Ohio,85
M,66,d4a7ab8bfb7940479867e911e984505b,20170315,83000.0,Yes,0,Ohio,85
M,44,a89e75b62ad648d68d4160653f36d901,20180210,65000.0,Yes,3,Ohio,85
M,56,2f429d0f591845e48eaead903fed2c3b,20180706,96000.0,Yes,1,Ohio,85
M,46,a1dcc22a7130456296338d45fec72622,20140118,68000.0,Yes,2,Ohio,85
M,20,3aa26d03b7d143fca0bce655ee4937c0,20180627,63000.0,Yes,1,Ohio,85
M,42,31059a17549d4229b8418b785bb65ce7,20160803,51000.0,Yes,2,Ohio,85
M,45,fc0561465fd34eb0a59bc1a7995285f6,20171127,68000.0,Yes,0,Ohio,85
M,25,8e7d398d4bd948e397e201ad2bd5cce8,20150815,61000.0,Yes,0,Ohio,85
M,65,ec462328d3cd4bf4bc72d7308750c4a8,20171023,74000.0,Yes,2,Ohio,85
M,49,861832bd241b43fd8a8005046bad9efc,20171115,52000.0,Yes,0,Ohio,85
M,31,bad8d0152407421692323f3e4a9faf2f,20160806,59000.0,Yes,0,Ohio,85
M,25,0b3878783eed4009993f706e51f19d9e,20180702,74000.0,Yes,0,Ohio,85
M,42,3098787d8924438bb74e11685c6a6657,20151022,59000.0,Yes,2,Ohio,85
M,52,391d8ec364374b38b3b2573d9e6b7d07,20160820,89000.0,Yes,2,Ohio,85
M,21,3da3248fc0c2453fbc0246e3df717cf2,20161123,62000.0,Yes,0,Ohio,85
M,54,135b0e8d3c7c4440be4ebca74ea9fb84,20130820,40000.0,Yes,0,Ohio,85
M,60,ef0523204bd24631adf29b78048dc6ef,20160323,91000.0,Yes,3,Ohio,85
M,34,74450de8dc654737b2373105c94386a0,20180131,68000.0,Yes,1,Ohio,85
M,65,1dda4872e30d4539adee5a507065bf3e,20170220,59000.0,Yes,1,Ohio,85
M,49,6a56c46485824ba798ded1a0aac96e02,20140320,70000.0,Yes,2,Ohio,85
M,61,ba786181b0634188a68dd4e240a41ab7,20180318,78000.0,Yes,0,Ohio,85
M,42,b92827d95fb74354b8c0c207e7457e9c,20171221,54000.0,Yes,2,Ohio,85
M,26,33ca79edeaf946929d96acd1d4c1d4eb,20180124,39000.0,Yes,4,Ohio,85
M,49,9c5d887ee6104ac29e8474a2037e420d,20180210,77000.0,Yes,0,Ohio,85
M,39,4af9cd0e7a6746908f0ef09628ff3f84,20150929,61000.0,Yes,2,Ohio,85
M,48,8236c41047204aa5b194a394aa4785a4,20171214,57000.0,Yes,5,Ohio,85
M,42,4a6c571c09d84d4e839ea7978e1f5827,20170902,41000.0,Yes,5,Ohio,85
M,38,67577a6f27c34de29db389d4a476b96e,20180518,58000.0,Yes,3,Ohio,85
M,45,77e305a254014a9a9f03a9f61c80ff03,20150818,62000.0,Yes,2,Ohio,85
M,60,36329ff7770243fbbec5a8f2c3600494,20160130,115000.0,Yes,0,Ohio,85
M,54,46d35f0ae7b8436cb23ae3b2af0296f4,20180317,83000.0,Yes,1,Ohio,85
M,54,9c5a9880f60843d0b610a2087d74832e,20180121,35000.0,Yes,4,Ohio,85
M,67,976931110347490ba94ef6e8db5bd5f4,20151220,97000.0,Yes,0,Ohio,85
M,64,08df8f2800684b3ba9e1e18d76ef51dd,20150922,80000.0,Yes,0,Ohio,85
M,53,20476d940d3a4ac5ab495104ba9b7dd1,20170624,80000.0,Yes,2,Ohio,85
M,47,f924927e7f844ecebf87eef93f4d2688,20160529,93000.0,Yes,3,Ohio,85
M,66,fa58a6717a234d2682bc9e52a85bade6,20171024,52000.0,Yes,2,Ohio,85
M,44,0bab4b4713984db0ac68a9a42f6af163,20151223,83000.0,Yes,4,Ohio,85
M,62,c72a75cff4fa4576b91b3e355802b700,20160105,54000.0,Yes,0,Ohio,85
M,58,d10238bffa114193b35f0e4291aef010,20160708,79000.0,Yes,1,Ohio,85
M,19,6ae744eab03d4b16b9a8a46a8c2d353d,20180718,62000.0,Yes,3,Ohio,85
M,60,a7322a1900194a128175928b0b0cdadb,20170807,108000.0,Yes,4,Ohio,85
M,54,591223b3a2fa436c823836732f45dfb5,20151213,67000.0,Yes,2,Ohio,85
M,45,23675894e69749f0bfaf7c1e26d0cb12,20160504,79000.0,Yes,5,Ohio,85
M,58,66232943a1624fa280a83dfcf5e4077b,20140216,48000.0,Yes,2,Ohio,85
M,52,def155cf2d4944ce931bc304425f4660,20180609,34000.0,Yes,2,Ohio,85
M,67,f134a93f241045919fdd0a666356acf2,20170226,72000.0,Yes,4,Ohio,85
M,31,81a3bc296c884642b2b3b7db8b39d412,20141008,42000.0,Yes,1,Ohio,85
M,34,84e28239d81b42188c27d974007dbfce,20171128,44000.0,Yes,0,Ohio,85
