gender,age,id,became_member_on (year month day),income,ever_married,kids,home_state,Cluster
M,75,6e014185620b49bd98749f728747572f,20151112,40000.0,No,3,Florida,21
M,73,0ba6e2ad781c4429afd26cf0b35f2d11,20180401,51000.0,No,2,Florida,21
M,76,a9780228a1d04539afdee8b745e4be10,20160407,63000.0,No,2,Florida,21
M,68,37155a5f4ff248529399c95472186879,20180530,107000.0,No,3,Florida,21
M,77,041fd7c6b796430a867c4e03d2ff8f4d,20141011,66000.0,No,3,Florida,21
M,82,c79da41557894c7eacc5c0156dc1f4dc,20161231,87000.0,No,2,Florida,21
M,68,2204f8ff966f48db90246bd7b5918a7f,20160629,69000.0,No,3,Florida,21
M,62,d1a6fe4c241e4dbf8a4da6fd6c714ac5,20160405,73000.0,No,1,Florida,21
M,82,d2e88e95c0ae41c0980e4cfc10d162d8,20180319,73000.0,No,0,Florida,21
M,83,32189735a963491082e35dd4c3221690,20170807,54000.0,No,2,Florida,21
M,89,2c5c71b7bfaa4e3e8088fc177e6e559b,20150917,101000.0,No,1,Florida,21
M,68,307245a5204947e5a9f952daffcad5f2,20160305,62000.0,No,2,Florida,21
M,89,2f442d5255324bbd9438b8a213544532,20160528,96000.0,No,1,Florida,21
M,27,0ad8a9771c59432f9641e48212b2ccb9,20180327,70000.0,No,2,Florida,21
M,72,da6c95e567f94dfdb54c16073807fcfe,20170909,39000.0,No,0,Florida,21
M,75,716cff13fcd44dc2a96c138950dc48bd,20150110,71000.0,No,2,Florida,21
M,69,bb9cf26ad43044a3b0dd90c22bbd05d1,20140502,47000.0,No,0,Florida,21
M,74,709189c4727342a782cd28ad41c1b316,20160418,78000.0,No,1,Florida,21
M,84,4786c65ce3d944c09d1562bf9363541a,20170907,81000.0,No,5,Florida,21
M,83,e3cd0a0e1af5463d9cc4d18e4b7b8b63,20180118,61000.0,No,2,Florida,21
M,71,aec66f67b80548d29897b26f83d139de,20141217,65000.0,No,2,Florida,21
M,47,8b5f5a1b1c43427ba7fb1e8e307a05e3,20171109,44000.0,No,3,Florida,21
M,41,adeaeb917eac4f4ab806e68981a51703,20180126,55000.0,No,0,Florida,21
M,48,580282318a424572b41b1ad3516eb976,20161130,57000.0,No,0,Florida,21
M,74,3004ddb762fe4b399a1839a648568095,20180721,99000.0,No,2,Florida,21
M,84,3db2add6525849fe9232085feda62d60,20160401,82000.0,No,2,Florida,21
M,94,00bbce6533f44ddeaf4dd32bcab55441,20141128,50000.0,No,0,Florida,21
M,75,22617705eec442e0b7b43e5c5f56fb17,20180623,75000.0,No,3,Florida,21
M,87,797b15c1a31f4de39696400b7f768567,20170808,74000.0,No,2,Florida,21
M,73,af74271eb39449619fd3bc60e7b0bce4,20140124,63000.0,No,0,Florida,21
M,75,6d8a45614bea44658e131c8d66b21cf8,20180624,38000.0,No,0,Florida,21
M,77,b9a7de55d4bd43f49a0865edf14ee23a,20180322,64000.0,No,0,Florida,21
M,70,d34af41fdf2a4ca2a68dc6991d5a8059,20171112,99000.0,No,5,Florida,21
M,70,69743d51492d4173b0e054fd5d8f943c,20170903,37000.0,No,0,Florida,21
M,74,28e0ef07b9ac4d4cb26c9182979c1069,20160924,51000.0,No,3,Florida,21
M,82,742a238ad3ae45ddb0b8c09f13c7fd43,20171220,41000.0,No,0,Florida,21
M,80,7e083546bac84daf82bd16003aacc008,20170503,88000.0,No,0,Florida,21
M,69,476c7dc6eaa04c3b8a9ea0aa4ccc814e,20150328,64000.0,No,2,Florida,21
M,74,dd31ce6c87d34180ba57901368e03b33,20150922,64000.0,No,3,Florida,21
M,75,12f0142f294c4977add82252007556b8,20151129,103000.0,No,4,Florida,21
M,86,d4d761c0366d46fdb3bb2878f7023ed6,20170928,55000.0,No,0,Florida,21
M,69,5139d8d43e674e5d9dcd6773d9684462,20170817,70000.0,No,0,Florida,21
M,92,c8c44530553d43e4aae1edf97153cf38,20180601,113000.0,No,0,Florida,21
M,86,15a95216e2cd4a14b45fc182adb81dc6,20160209,92000.0,No,0,Florida,21
M,63,218c1302fe7e494283dce3c253d1104c,20180416,90000.0,No,0,Florida,21
M,60,528339af535e43aaaa128fc5044fb46d,20180529,57000.0,No,0,Florida,21
M,79,88bea58132ac473792740d342db3d460,20161117,42000.0,No,0,Florida,21
M,68,18a9f2cef2ef4de6a6157041cc492e43,20180309,52000.0,No,2,Florida,21
M,85,727a658b33b34d39ab14fc30bcd9eed9,20170727,95000.0,No,1,Florida,21
M,78,35f39fb3476249988ddc964f24e41edc,20170921,42000.0,No,2,Florida,21
M,53,71f3c9ba5cc14787b931f16542e07733,20160704,100000.0,No,0,Florida,21
M,71,2d422052c9634638b4ef7505801a0168,20170117,84000.0,No,3,Florida,21
M,75,548282598f884537b30d6c2cd3173df6,20180201,36000.0,No,0,Florida,21
M,70,1679b7af5a294c6d9ae961232318ad55,20160819,70000.0,No,0,Florida,21
M,73,40c068d24b4c48e995bbbc6351429157,20180213,73000.0,No,2,Florida,21
M,80,8a6a2df8be214007991afb612eb64c1c,20131104,39000.0,No,3,Florida,21
M,68,8985ccca4f1b460abff0c89049762ef2,20160501,81000.0,No,2,Florida,21
M,72,8e3a21fbcf7c417e9ad84aec4d60333b,20170510,56000.0,No,0,Florida,21
M,71,b5cf666d37d345df83147aee3740a9c8,20151011,73000.0,No,2,Florida,21
M,78,0607b32041f94d65a07835fc9a13416a,20160119,77000.0,No,0,Florida,21
M,77,1db96a9e1efe4c9bb28b5a610e735ec4,20180428,61000.0,No,3,Florida,21
M,80,2ec241c96c134e0eb35e4b99b6dda9d6,20180328,51000.0,No,5,Florida,21
M,82,9c0a497d7ec348a5a13ec800b688b811,20171010,86000.0,No,3,Florida,21
M,82,9debe14001284c9aa55683ad27b653aa,20170912,62000.0,No,0,Florida,21
M,70,fd98c46aa9c742b1a5369c1cf18b5705,20170729,47000.0,No,3,Florida,21
M,83,c4d1240fc43e4feda07bd58c84b4606c,20150307,39000.0,No,5,Florida,21
M,70,77285ad5e23b4777929521ff377719d0,20180104,73000.0,No,2,Florida,21
M,82,d62ec1401c65445ab4e425f4c263a289,20171205,115000.0,No,0,Florida,21
M,75,df0f7b3282b047b79713a6d86fbceba5,20160117,89000.0,No,2,Florida,21
M,91,fe0d05246e9040578a27cb39e23a1bdd,20150208,78000.0,No,4,Florida,21
M,72,2a38139dd22a4239b09faac733155063,20151002,79000.0,No,1,Florida,21
M,76,a4752d3a07424488807679308a945758,20150715,64000.0,No,2,Florida,21
M,68,a50f214a50954eeca6b547e275569e08,20150921,85000.0,No,1,Florida,21
