gender,age,id,became_member_on (year month day),income,ever_married,kids,home_state,Cluster
M,60,0c89378f14804b42b6e63e4dc26e8d3e,20170426,108000.0,Yes,3,Colorado,71
M,32,27aa749a6f5f448e91327028a2ac7fb5,20151008,38000.0,Yes,0,Colorado,71
M,67,798bd7ef7d4749f5b4cac3289b35c757,20170804,41000.0,Yes,2,Colorado,71
M,63,e40a30e3e700408388a01b8654001020,20170701,73000.0,Yes,1,Colorado,71
M,58,40610dc7b61f4e6abaa83bd2ade8d231,20151221,31000.0,Yes,3,Colorado,71
M,54,4ecc12e5805548f88a651633fc52e99e,20141024,46000.0,Yes,0,Colorado,71
M,23,a6937b83abe649b38e3c019e559345df,20170924,34000.0,Yes,2,Colorado,71
M,50,8c8b73983add4a828052e98775745f27,20160404,59000.0,Yes,0,Colorado,71
M,29,4d6ff24523d74ea1b558312278fadcaf,20150302,53000.0,Yes,1,Colorado,71
M,66,3e6571afb8b242a09de76e353a2b3fc7,20160627,77000.0,Yes,0,Colorado,71
M,21,765c03129b634508b2362ec01262f815,20180507,43000.0,Yes,1,Colorado,71
M,22,2ca7c5c20ba34cedb79bffa170360813,20160531,41000.0,Yes,2,Colorado,71
M,31,673e057084654257bc73e542f1f71ee2,20170910,52000.0,Yes,0,Colorado,71
M,32,c5fffd0bbfeb4063bddc66c85481931b,20180217,41000.0,Yes,2,Colorado,71
M,39,1fa6bb2a2891447490ee9bf77f7319c0,20171102,52000.0,Yes,2,Colorado,71
M,49,461c8478728a47969f3b97b406b274cc,20180514,114000.0,Yes,1,Colorado,71
M,34,29db318517364f93b8df18c093fe6f2f,20171105,51000.0,Yes,1,Colorado,71
M,48,1e43fc8b6d1948798f4a4472765783ab,20170625,89000.0,Yes,0,Colorado,71
M,57,061afeca89524537b960b57b0a609533,20160628,67000.0,Yes,2,Colorado,71
M,45,26829118683847c8ae5374b27a1e774d,20160117,36000.0,Yes,1,Colorado,71
M,25,3ff6de008af14b92ae5ce70dc89fb2b4,20170121,61000.0,Yes,2,Colorado,71
M,62,8140d90b53c54b0687ddd58ee64bd9d6,20160730,64000.0,Yes,0,Colorado,71
M,31,2366b169d6de42f084c7a64c1b938f9d,20160514,35000.0,Yes,1,Colorado,71
M,64,ce0d0f8ee78448568754d6f9d8c90b1f,20170918,68000.0,Yes,5,Colorado,71
M,36,96972ee997924865b4c939de10088622,20180311,53000.0,Yes,4,Colorado,71
M,50,3e73ba9f97144addb9cb17ac324b77ff,20170619,63000.0,Yes,0,Colorado,71
M,43,fc4bf7eecf2a438c925f2c3cb43355d3,20160819,100000.0,Yes,0,Colorado,71
M,50,fad67e30e00241c9b28ac50d60a5130e,20140917,35000.0,Yes,3,Colorado,71
M,51,17804e6e49634635b254ed31bee29d3c,20160808,63000.0,Yes,0,Colorado,71
M,38,8dde4b781285452389601b43a0ff09b0,20171230,58000.0,Yes,4,Colorado,71
M,62,e28ff05c85ee48f4b7d25eabfbd63f3a,20160409,48000.0,Yes,0,Colorado,71
M,50,87c6f338c6eb4e37899325caa5bd5f38,20180705,89000.0,Yes,0,Colorado,71
M,64,4ff02e654412402ba891d0593ec34e6e,20180701,73000.0,Yes,3,Colorado,71
M,64,72a8eb3e9a40479faabc6be1b1bc872e,20180616,48000.0,Yes,5,Colorado,71
M,19,2065e9227d294ed88eac6bab55304e9f,20171001,33000.0,Yes,0,Colorado,71
M,21,9e181c88e30e46208b6d6acc0d285570,20171103,44000.0,Yes,3,Colorado,71
M,66,8f640d43c9724dd5979461559671a541,20160721,71000.0,Yes,1,Colorado,71
M,37,106ebd92bff94148b4948f52079e87dc,20171007,32000.0,Yes,2,Colorado,71
M,50,1885c809d58447988f532ff93c41d8e5,20171006,76000.0,Yes,2,Colorado,71
M,21,4bdbd489583245e6a3a39456dccfc1d2,20151111,71000.0,Yes,0,Colorado,71
M,66,af76332f99e34945ac7e4880c74f7c91,20171113,97000.0,Yes,2,Colorado,71
