gender,age,id,became_member_on (year month day),income,ever_married,kids,home_state,Cluster
M,33,3f36bc1d5fc0499b9f96f62348f0f9b0,20150421,43000.0,Yes,1,Nebraska,73
M,34,fffad4f4828548d1b5583907f2e9906b,20170123,34000.0,Yes,2,Nebraska,73
M,61,9e0369f1045443c2a83a423920155ab3,20180227,32000.0,Yes,0,Nebraska,73
M,35,35f2d25487e04bf09865c4be7497d184,20170928,40000.0,Yes,2,Nebraska,73
M,47,5de2b57a16f64cc187415744b93d9ff6,20170917,40000.0,Yes,0,Nebraska,73
M,59,ca715b3f17e24692b18f3cd90b9bf232,20151014,86000.0,Yes,0,Nebraska,73
M,42,d4a1f79859224f558228bda4029c4816,20180519,33000.0,Yes,0,Nebraska,73
M,46,db691240326b44d8bfa7b438c4c41982,20161205,46000.0,Yes,2,Nebraska,73
M,59,9232bc9e68744227bdcc537e44d159f7,20180128,89000.0,Yes,3,Nebraska,73
M,45,ff39b67d25cf48dd8fae9c8766f5eeed,20180109,44000.0,Yes,3,Nebraska,73
M,64,c58726d95ba8447ba01036e9d50da94c,20160329,52000.0,Yes,2,Nebraska,73
M,59,1c75105c782c4834b6deb20dd8790f3c,20180427,113000.0,Yes,5,Nebraska,73
M,60,4f1932bb4f1440e397f33a19ecce2f47,20180621,71000.0,Yes,2,Nebraska,73
M,31,efcc35f1f1714bf589a5d14ee5b0fee0,20170811,68000.0,Yes,2,Nebraska,73
M,66,4520caf5f7ac4436b2b536e1315bd6df,20170806,88000.0,Yes,5,Nebraska,73
M,22,a25edbd49eee4c5cbdaf2930cefb4634,20160428,35000.0,Yes,3,Nebraska,73
M,59,5ab73cc199824b2ea9d232c21c0a10e8,20170804,43000.0,Yes,0,Nebraska,73
M,26,a1cafa52856b47d6b5a51b172f9509dc,20180703,62000.0,Yes,4,Nebraska,73
M,57,bf95390fdcf84916b22cf441d1bf4e46,20160103,104000.0,Yes,3,Nebraska,73
M,47,37c9f91a586f471487c0b8e5d38cf87e,20171027,51000.0,Yes,2,Nebraska,73
M,18,2825186736d4433c98653bcea5957cb3,20130808,56000.0,Yes,0,Nebraska,73
M,37,e4564aa65a714a7ca782e41c23f20b0d,20180522,74000.0,Yes,3,Nebraska,73
M,49,fea18d5354c44e79a321936e7938168d,20180125,41000.0,Yes,4,Nebraska,73
M,26,1126f32b64ae44e9af6e0c8ce5f75dd9,20180112,40000.0,Yes,4,Nebraska,73
M,45,02557fafcf334c30a22c312c5647f71a,20180416,43000.0,Yes,2,Nebraska,73
M,29,d5452eb5359f4f05850e75149aa9dd7c,20161130,44000.0,Yes,4,Nebraska,73
M,52,8f432063d9b140e98901b585ff0bed5f,20160910,55000.0,Yes,3,Nebraska,73
M,63,8dbfa485249f409aa223a2130f40634a,20151118,48000.0,Yes,0,Nebraska,73
M,36,c3ea4f8ef00d4ec99de9df2de9b4e794,20180726,33000.0,Yes,2,Nebraska,73
M,31,394959bac98241098e68e063d28687e0,20180618,35000.0,Yes,0,Nebraska,73
M,40,ffd53e5ba61d41378b66efc00d9f9682,20170216,32000.0,Yes,2,Nebraska,73
M,48,ab870bdab35f4643aa1a66aba18e2f48,20180224,66000.0,Yes,5,Nebraska,73
M,44,a9b2b6471a0b4e4ca8b645dff2a92b9f,20170811,54000.0,Yes,1,Nebraska,73
M,60,c46d6f7fce5642ea999b90b4028c1d78,20170206,57000.0,Yes,2,Nebraska,73
M,43,f90afb1832e1405691650dba3f4cc6d5,20171016,41000.0,Yes,2,Nebraska,73
M,40,f6732790cfed4347b636b0519865724c,20170531,99000.0,Yes,1,Nebraska,73
M,43,e9d127cf3f794ccbaac940f93c15ce8c,20180323,72000.0,Yes,2,Nebraska,73
M,21,1acf2c2567854a3f83bc6f80abd2795a,20160209,31000.0,Yes,2,Nebraska,73
M,54,0a2d08c3970c4d2181711b61f4f9cb31,20180504,97000.0,Yes,1,Nebraska,73
M,59,9c3b3fa0debf45758068870e8ca79bae,20170520,108000.0,Yes,1,Nebraska,73
M,36,523212d63efa48a7b7e495e3149ef72d,20171224,45000.0,Yes,2,Nebraska,73
M,46,d2b4cfebde454279aab4ae5979f19483,20150804,66000.0,Yes,0,Nebraska,73
M,65,040704e99ab84cd08977858fab9b9276,20171217,88000.0,Yes,3,Nebraska,73
M,49,d404110ac63349a3972ef63e74490154,20170829,53000.0,Yes,3,Nebraska,73
M,30,97672da9d1ee46db8aaaa7f6484a06e1,20180124,74000.0,Yes,1,Nebraska,73
M,30,a938c3fd37a74118be0f298145aed07d,20130908,67000.0,Yes,4,Nebraska,73
M,64,3ac579bdfd8945f6a045eaa0f1ef5b9f,20170813,72000.0,Yes,0,Nebraska,73
M,63,48b8603bf05b443b831ed824b789923d,20180317,60000.0,Yes,0,Nebraska,73
M,64,f24110ce26c84ecbb30f19beea93303a,20180218,48000.0,Yes,1,Nebraska,73
M,63,94248a0dbb094ddcabe93920f77273b8,20160129,96000.0,Yes,3,Nebraska,73
M,41,11edb6a7da284f19a8a1da5e7c0c9652,20170831,94000.0,Yes,4,Nebraska,73
M,58,54a7bb02e8e84d028346d004cc461224,20160710,32000.0,Yes,0,Nebraska,73
M,45,46298e83bf0148a2ab87021c9e1e42cf,20170821,99000.0,Yes,2,Nebraska,73
M,50,18f94408dda0458ea33edaba677981ee,20170725,93000.0,Yes,2,Nebraska,73
M,57,546e724e2f474bea9d1c94c0590a45ef,20180719,47000.0,Yes,4,Nebraska,73
M,41,35eeee7421b84784921a243b16adbac8,20180520,35000.0,Yes,1,Nebraska,73
M,30,c6f0736e2f104ac1b36b83385172e0e4,20180616,70000.0,Yes,4,Nebraska,73
M,31,c0968519293d4bc89bed65af584f2a6b,20180610,73000.0,Yes,2,Nebraska,73
M,46,2ef99d1b091649ceb0c81f18c788d327,20170819,47000.0,Yes,4,Nebraska,73
M,43,26dc576d0d0746ddb3c3fd18dce6c904,20180713,38000.0,Yes,0,Nebraska,73
M,48,188c44a489374810aa61fdaeb47802e4,20141111,71000.0,Yes,0,Nebraska,73
M,66,44e30e38a2a146edb83819aad2d1e32c,20170826,60000.0,Yes,0,Nebraska,73
M,42,4e5ad0392a914bbb9c421d4e00746862,20180116,74000.0,Yes,4,Nebraska,73
M,54,c69fead32038462780aa8435fa446189,20180105,35000.0,Yes,0,Nebraska,73
M,54,ae1f3bb236ec427185d9d70f945a37c8,20180408,42000.0,Yes,0,Nebraska,73
M,37,7d7f271652d244f78b97c73cd734c553,20160324,98000.0,Yes,4,Nebraska,73
M,60,66f09abc2d924907b5c49e01b1ad6d79,20180207,54000.0,Yes,5,Nebraska,73
M,59,f56156251c3c45488aa51fcc01d34ed3,20171231,59000.0,Yes,0,Nebraska,73
M,63,d1bd7a6be57a496eaecbc77b1119b3b2,20160610,48000.0,Yes,2,Nebraska,73
M,61,0e957fd8c76e40b8bf5beb169a575412,20160419,72000.0,Yes,3,Nebraska,73
