gender,age,id,became_member_on (year month day),income,ever_married,kids,home_state,Cluster
M,45,b19c8e7ac2ff40ae92b4fcf3247f8912,20170815,54000.0,No,2,Kansas,50
M,41,031387fa9cfd47e88f4e4b4b4cb71925,20170922,83000.0,No,0,Kansas,50
M,19,80712efd45a84787b08074798ac40429,20180624,32000.0,No,2,Kansas,50
M,61,ae37927ce8524f43b2174b77d89263a3,20170425,39000.0,No,1,Kansas,50
M,45,3446d272fcef4bd28e88300d1163840a,20151027,74000.0,No,1,Kansas,50
M,63,3992a086bf2646ddae7821ed3e9424a3,20140731,86000.0,No,2,Kansas,50
M,66,807199e7716f4d78974416f917582b78,20170701,70000.0,No,2,Kansas,50
M,20,0969a11464224731b03c60f287c192e1,20171120,40000.0,No,2,Kansas,50
M,51,a3a171e988154356bdd208248d36b91e,20171123,66000.0,No,0,Kansas,50
M,26,a1b42659653a462ba62fed071e1f4284,20180622,62000.0,No,0,Kansas,50
M,53,21e1f3e157e74c028418d85d4365a5e6,20170804,92000.0,No,1,Kansas,50
M,60,b79e77ff80f443ff8aa51232799fd49b,20170506,55000.0,No,2,Kansas,50
M,37,1037671bee8d419d8bbc2105f4cd00ba,20180124,67000.0,No,0,Kansas,50
M,54,e75780657f42498c8b16c915ad2fc209,20180407,69000.0,No,2,Kansas,50
M,46,364cab7a418340f6914ceb874db58a54,20180305,46000.0,No,2,Kansas,50
M,20,30a5ebaf192842c3a31b8fbb90529ac2,20180203,39000.0,No,1,Kansas,50
M,34,45d7bce929cf4356955170d2f94ca405,20140418,67000.0,No,0,Kansas,50
M,58,c6f74b2f0d954fd082fe5ab3d6e1f880,20140326,53000.0,No,4,Kansas,50
M,55,5999bdedf9c4403391d892255579f927,20170826,76000.0,No,4,Kansas,50
M,49,654aba7621fe44dd8c498b75c5229b5d,20160106,47000.0,No,2,Kansas,50
M,50,484e1baf58db4496943ceb9fc29935a3,20180213,94000.0,No,0,Kansas,50
M,47,7fe74546855c43a48936e6554caae7aa,20180628,50000.0,No,1,Kansas,50
M,20,63f8b1b31337467389f1bb10eb8ee300,20171215,31000.0,No,1,Kansas,50
M,60,916d513074dc4cbead2c1fb4070a06e4,20171014,83000.0,No,0,Kansas,50
M,56,2ca6147969524c5a8ce2b48aade075ab,20180122,47000.0,No,3,Kansas,50
M,65,dc5b925a97f7446fadb79999b9f2db33,20180519,58000.0,No,1,Kansas,50
M,33,bcb8164ebbfc478e8c266e85554b9a90,20150902,72000.0,No,2,Kansas,50
M,62,6d649a9004cc46baa932e87a84dab6f6,20171119,42000.0,No,0,Kansas,50
M,45,aa3bb8521e3e4c73a1970262f534b833,20180104,85000.0,No,2,Kansas,50
M,30,c727c0939de24b92a35d4fd7c9fec518,20180113,56000.0,No,1,Kansas,50
M,32,e3f56a59459a44469eaa6c12bc04afd8,20180301,61000.0,No,2,Kansas,50
M,19,b1552ad9c27d49d49e8a30eaf6cb79b0,20151129,33000.0,No,5,Kansas,50
M,42,95d6656ab3d74c309ba5cd64099aadfd,20180507,54000.0,No,0,Kansas,50
M,41,ce92049bad964839982c973c5013fbb8,20170724,31000.0,No,3,Kansas,50
M,64,e728ea2be7844d7eb0da24f4e1444c44,20171112,73000.0,No,1,Kansas,50
M,62,b8ed7d879ab7428dbbe355d7d8578c00,20160807,43000.0,No,2,Kansas,50
M,56,395d93dc9b9d4cb7bce9901fa07f27ec,20140526,75000.0,No,0,Kansas,50
M,51,92ee39236adb4aea87e5d4c96026f0f1,20140517,79000.0,No,2,Kansas,50
M,55,ff48bf4b65cf41a29d7086e3f742a73e,20180307,57000.0,No,1,Kansas,50
M,64,3a97e25f6f4c4bdca5507037f985b4f6,20180615,67000.0,No,1,Kansas,50
M,64,1ea253cf07404bf4a12e604c3c7840c6,20151203,77000.0,No,2,Kansas,50
M,62,dedd0c6bc7344b4486a5eb1743e3da34,20150815,72000.0,No,2,Kansas,50
M,48,0c643a90af774f3eb7f730f80f3e5b4c,20180621,66000.0,No,0,Kansas,50
M,58,92a48c2edfba4764bf59bfe70023e461,20180531,66000.0,No,2,Kansas,50
M,58,0f876bcb1d2f48b9bb905d31e72ea01c,20170831,74000.0,No,3,Kansas,50
M,54,194db18d77dd4fbda2ab91114be082a7,20170702,90000.0,No,0,Kansas,50
M,65,d4c4f37033e047339d27c2a01bfd6e01,20171207,58000.0,No,0,Kansas,50
M,43,73b42a67a9a04b0980a687cdb7d82e8c,20171212,38000.0,No,0,Kansas,50
M,37,51153c28086f4c6aa45c00a0c4d1f73d,20161228,77000.0,No,2,Kansas,50
M,59,f8c45b7197e2414dac38c6f36f4d492f,20170811,88000.0,No,0,Kansas,50
M,19,0be57c9e9b2048a7b769669347c6c138,20140512,40000.0,No,2,Kansas,50
M,56,899ed0c4994f47c4b3dd71eb929870bc,20170410,82000.0,No,2,Kansas,50
M,38,2ac49dfdf85e40e38185b5e62744bd86,20170411,71000.0,No,2,Kansas,50
M,62,ecd437c130854cb9abb2672f35e76f26,20170912,44000.0,No,1,Kansas,50
M,53,885d8e7de35e4b7abb7c6f494c82c271,20150528,56000.0,No,0,Kansas,50
M,29,68f42565785b4e23aac93af7759bd0dd,20180317,61000.0,No,3,Kansas,50
M,56,03bbce97de8240359c2706a4c9f537f2,20161019,52000.0,No,1,Kansas,50
M,38,c75d5ed74f0b49d2b93b9fbc41eae777,20180117,31000.0,No,3,Kansas,50
M,42,8fef088adc7f4d9e942bab5a229eed42,20180510,33000.0,No,2,Kansas,50
M,18,d52a2606f8654e009920fd75d0fdbf45,20180630,46000.0,No,3,Kansas,50
M,52,19bd6684c9ff4f9492bee610f6acb511,20160728,50000.0,No,2,Kansas,50
M,64,3625554b70d8411bbb8e556f686565ce,20160224,60000.0,No,2,Kansas,50
M,52,c2a28822ad204e448297f85f0ecbcbd8,20170818,68000.0,No,5,Kansas,50
M,36,b0f6c2cc5d2a4412be80e74e76bd1226,20170617,34000.0,No,4,Kansas,50
M,55,2290f2fb303e46579ecb6d79b0409d0c,20170625,60000.0,No,0,Kansas,50
M,22,330cfed337f84788b32ebd5d4702a7b3,20180420,69000.0,No,2,Kansas,50
M,52,0342c7c449a84440b3f7a80ad095761a,20160106,56000.0,No,3,Kansas,50
M,46,52e27ce4fb99466dab3e0666e10dc0e8,20151115,68000.0,No,2,Kansas,50
M,41,fb23a9bb04e9468aae106d56772d8925,20171025,56000.0,No,2,Kansas,50
M,47,bc3694dd6a25450ca80f4d4a60719236,20150215,38000.0,No,0,Kansas,50
M,43,05b0cd60c07e4ffdb1829da2010b55ee,20150210,52000.0,No,0,Kansas,50
M,58,8ecb286416264dd8bc91cb58d209224e,20170625,45000.0,No,2,Kansas,50
M,56,c4e2af52bdc8414289e7b6c9d3d00dda,20160519,93000.0,No,2,Kansas,50
M,24,0fb6a9f16f5d4ef19645892199b798a1,20180407,39000.0,No,0,Kansas,50
M,48,855dfb133f2a43229b7bc0936118cb18,20171230,55000.0,No,2,Kansas,50
M,62,53adc06cd9224225968728dbef4a20a6,20171220,57000.0,No,5,Kansas,50
M,52,62f82083cfb64929bfb7e6d91bd178e3,20130818,94000.0,No,1,Kansas,50
M,64,efba45d36ae340838b34c74b9ebb1dc2,20151021,57000.0,No,2,Kansas,50
