gender,age,id,became_member_on (year month day),income,ever_married,kids,home_state,Cluster
M,26,e12aeaf2d47d42479ea1c4ac3d8286c6,20140213,46000.0,Yes,1,Louisiana,6
M,49,62cf5e10845442329191fc246e7bcea3,20141113,52000.0,Yes,0,Louisiana,6
M,42,9fa9ae8f57894cc9a3b8a9bbe0fc1b2f,20160117,96000.0,Yes,0,Louisiana,6
M,67,2e87ba0fba1a4d1a8614af771f07a94d,20170226,76000.0,Yes,2,Louisiana,6
M,47,00c6035df45840038a72766c6d27a0db,20170225,86000.0,Yes,0,Louisiana,6
M,37,585fb2dc600d4a0f912d8911aba11203,20160109,50000.0,Yes,0,Louisiana,6
M,31,4c2a9b684dde4658b71073d1432fac91,20180123,43000.0,Yes,3,Louisiana,6
M,52,52828a714b6643159c91c341d63945a6,20160926,104000.0,Yes,2,Louisiana,6
M,43,20f2e89032764c0cb8212ae268f324bf,20180521,88000.0,Yes,0,Louisiana,6
M,56,a4e7d9d612f747b997fb9c174a1c5b45,20150720,49000.0,Yes,0,Louisiana,6
M,56,a328e374eac243e0920859ed15243991,20180412,52000.0,Yes,5,Louisiana,6
M,19,0a00603b2632477983033b51a5a05a73,20170902,46000.0,Yes,3,Louisiana,6
M,34,88a5c73f15144c5fae93006b818adb79,20180411,39000.0,Yes,2,Louisiana,6
M,58,2e15fd08e3864682a76c7e81e12e7c3a,20150811,47000.0,Yes,3,Louisiana,6
M,24,89e87fe900f941e58b903eb6c444b50f,20180202,63000.0,Yes,2,Louisiana,6
M,60,fbbd60d747d642928c0d73ea54e34892,20180115,83000.0,Yes,0,Louisiana,6
M,55,893a121f16cb48e89711a566f291bc57,20150907,61000.0,Yes,5,Louisiana,6
M,60,9a486e1f8a8941db9af401ad52af2ac9,20170324,62000.0,Yes,1,Louisiana,6
M,63,45c24e5049954c21a4036de66ab1ee24,20140322,52000.0,Yes,1,Louisiana,6
M,43,6c9b18ecc7054a3fa2e56d793a09f46b,20160925,40000.0,Yes,4,Louisiana,6
M,29,6955267a2151491882b0c660267691d2,20171020,41000.0,Yes,0,Louisiana,6
M,44,b070360c5c3d4fec976a188a6972aa08,20180115,67000.0,Yes,0,Louisiana,6
M,56,9365fa9e949b4c52851af3ee091ff6ba,20161017,74000.0,Yes,0,Louisiana,6
M,65,8fe8282fd6d540579f8dec7b183e0bd2,20170824,82000.0,Yes,2,Louisiana,6
M,52,a18461ce01d340eb8704bf7fb692c6ba,20180515,80000.0,Yes,0,Louisiana,6
M,67,314d862acaa645b7ac4ab4cb9c966854,20160720,38000.0,Yes,2,Louisiana,6
M,58,6e0b0d6db74942b49007e6ff4699f32c,20130813,54000.0,Yes,1,Louisiana,6
M,47,2f91bf9a9b3f4ec79d586373327ee0b7,20180206,39000.0,Yes,0,Louisiana,6
M,18,471938c318674a30afea015be6396cbd,20170920,61000.0,Yes,2,Louisiana,6
M,50,cb1e075f874b488a81995ea4dc3e12fe,20151017,56000.0,Yes,4,Louisiana,6
M,40,7e57c2338dce4bcf801316ecc2bcde36,20180224,51000.0,Yes,0,Louisiana,6
M,63,a31569d18e98488bb54537067aaef61a,20170809,60000.0,Yes,0,Louisiana,6
M,54,23c4b658871a4d47802b3b148444560a,20170829,74000.0,Yes,2,Louisiana,6
M,65,47b014746315472f8127c2031441506e,20171021,36000.0,Yes,3,Louisiana,6
M,64,4409c9f2144b4599b4a8cffba0dc903f,20180613,76000.0,Yes,1,Louisiana,6
M,48,aaefb780b5a4410cb9f467f2bad725f3,20171110,71000.0,Yes,3,Louisiana,6
