gender,age,id,became_member_on (year month day),income,ever_married,kids,home_state,Cluster
M,24,d7d78a3fabfc4f53883e5fa624c3d612,20180703,38000.0,Yes,0,New Mexico,165
M,41,dbc3af1a46704027ad2da026c47a85ac,20170510,61000.0,Yes,0,New Mexico,165
M,58,1c686db7faf7458d918652c13d38d09f,20170423,39000.0,Yes,2,New Mexico,165
M,49,709a73a7b8e941c097c51211da03ee8d,20160101,79000.0,Yes,2,New Mexico,165
M,55,762822c51407472b9b10f3520e7b6198,20171226,80000.0,Yes,0,New Mexico,165
M,32,9b556b96878a469dbbcf6118abbf96e6,20170904,55000.0,Yes,0,New Mexico,165
M,33,9e8a5054c46d4bd7b58ca018740fb1ad,20170824,34000.0,Yes,1,New Mexico,165
M,54,93072fa73b5e4cc799db427da2488a3a,20171114,68000.0,Yes,1,New Mexico,165
M,26,db48f200f10b4289912cac904a0b37d2,20170816,46000.0,Yes,2,New Mexico,165
M,18,99f8f1204cd343ef96f813b7cdfe53e9,20160422,40000.0,Yes,5,New Mexico,165
M,25,839ab35f5a3e4379a76902eac5b10165,20150325,30000.0,Yes,3,New Mexico,165
M,43,4be45187b24d479fbccaf1f6293ebff8,20180726,54000.0,Yes,2,New Mexico,165
M,52,17863ebbeb9e4fdbbca481612034a767,20160207,82000.0,Yes,4,New Mexico,165
M,43,f4208fedbb644de4bfb0990efb0025e0,20170924,51000.0,Yes,2,New Mexico,165
M,21,2fd55b2564c54db191185409836f81e5,20171207,60000.0,Yes,0,New Mexico,165
M,52,af51e40269e14424a5f08ed86a4d6437,20150228,37000.0,Yes,0,New Mexico,165
M,53,2022184e5eb84a7d83a85d4d9fbcad82,20140316,70000.0,Yes,5,New Mexico,165
M,40,889bc16ffb064e889da9f5813dd34357,20160829,65000.0,Yes,3,New Mexico,165
M,67,6406abad8e2c4b8584e4f68003de148d,20160228,79000.0,Yes,5,New Mexico,165
M,25,2e2c0c6ab3974732b31ff74869932e84,20151205,60000.0,Yes,0,New Mexico,165
M,55,a1a85bdfc4644774aeaf1b75552e89ba,20180219,30000.0,Yes,0,New Mexico,165
M,59,4ae6edb337f14ce4956c53de1f0289cb,20171202,67000.0,Yes,2,New Mexico,165
M,27,6f7930563f024a839e1836b8e56292ea,20180702,70000.0,Yes,2,New Mexico,165
M,65,e358542b39ab4000a673bcc6ff7a4c7d,20180528,43000.0,Yes,0,New Mexico,165
