gender,age,id,became_member_on (year month day),income,ever_married,kids,home_state,Cluster
M,57,717a423a31284ce1b767cad1c471d968,20180429,41000.0,Yes,4,California,134
M,56,1e917541b9324d93bde2bf5ec7ee21a7,20180404,72000.0,Yes,2,California,134
M,43,9c48c9b259b042f2b7cebe52df7fc36b,20140701,40000.0,Yes,2,California,134
M,48,c87e041cfaac44f9a2e3b4791b915ee6,20170816,56000.0,Yes,0,California,134
M,38,7f872e820d574862bfb79fdb3b2da602,20180718,75000.0,Yes,3,California,134
M,53,c12a3fe9d35142e8b35e88ae235cca54,20151227,57000.0,Yes,3,California,134
M,53,a2d2404774b645379a29ec10433ca73a,20141217,62000.0,Yes,3,California,134
M,33,5a7af629a0244c35b98846d4fc8d4603,20180525,33000.0,Yes,5,California,134
M,37,86393faabf374030a53989634fd94933,20180624,72000.0,Yes,2,California,134
M,33,3ca20862e3af4c93a769d3876ff8b48c,20171130,55000.0,Yes,2,California,134
M,59,497df214da72420182e7f95e245ec479,20151203,93000.0,Yes,0,California,134
M,30,03716dbf46394867ba126ebe1ebc202e,20180325,66000.0,Yes,0,California,134
M,58,ea8ae9ebc89b41ffb097dabbf8fe3c24,20170815,119000.0,Yes,3,California,134
M,27,894669a32ec14a2fac839e636f807768,20160531,32000.0,Yes,1,California,134
M,18,68012cc999eb42fda88b5f9b54603d9c,20171010,67000.0,Yes,3,California,134
M,48,4c5cf94009ff49439ceec4969da5ee2b,20170827,71000.0,Yes,0,California,134
M,51,39f0ce98d4ba48e98737b8fa051c5b97,20170728,54000.0,Yes,0,California,134
M,65,a69b76934cb34e27ad10515fcf761705,20180127,88000.0,Yes,2,California,134
M,29,967cb1c1c6094d2cb15f60b06137c1d1,20180116,51000.0,Yes,1,California,134
M,22,50a2b91918ba45b6bcd2556f70c75aa0,20171111,61000.0,Yes,1,California,134
M,44,8296312262cd4cc19872e53ad1e10345,20170624,47000.0,Yes,0,California,134
M,39,0206e1388c34454caba2b7fce3123943,20170604,71000.0,Yes,5,California,134
M,59,e7f06b97577c4528a34fb6b5c47cf277,20160208,57000.0,Yes,2,California,134
M,28,fa9d49ef06564f3086e68714f1494c0d,20170827,45000.0,Yes,2,California,134
M,48,e972530e43914aed882f5c63b7b856f8,20140616,83000.0,Yes,2,California,134
M,20,24e97f8491804e43ac0865ae93b54ca9,20180719,39000.0,Yes,2,California,134
M,60,6d1ebb4a12294423ae8511092abe9db8,20170729,64000.0,Yes,4,California,134
M,19,817a4167a4a14b9aa5ed27fb7ba9802b,20171201,39000.0,Yes,2,California,134
M,48,9729bb96b9f540cdaeca72e11f63dba1,20151110,33000.0,Yes,1,California,134
M,58,ff32850d18294e8281866662bea65858,20160111,72000.0,Yes,3,California,134
M,52,c56f0935f02a47158c4d7792e3cee843,20151217,94000.0,Yes,4,California,134
M,59,f126206918334d3ea43168faa612e277,20180110,31000.0,Yes,2,California,134
M,65,49ab0b1075fb43deacf520733e260ed5,20170425,89000.0,Yes,0,California,134
M,52,269022e1a85746a59d0c6bd1ec8634ab,20180214,37000.0,Yes,2,California,134
M,36,83f7a1c222b240efa169e3ce318460af,20180603,47000.0,Yes,0,California,134
M,31,2c44d54d50914317a8d09bd305b04e72,20150904,40000.0,Yes,1,California,134
M,57,b45a587bef8247f8ad9021d66ea72258,20150901,120000.0,Yes,1,California,134
M,34,3d959df8ad83496a86d88e02018dc6e6,20180530,35000.0,Yes,0,California,134
M,63,fae320a3b78d4452af2912fb182b70c6,20180122,57000.0,Yes,0,California,134
M,53,7286558fde4642518fcd9a35e377cb56,20151102,81000.0,Yes,2,California,134
M,21,1c79e428cf124617aad6f62c6cf496ba,20170921,68000.0,Yes,2,California,134
M,39,ac0c7b66570b4ca6897407fa7ec00d10,20151005,61000.0,Yes,2,California,134
M,21,b0956da2ffc44f25af5db38784932ca2,20170918,46000.0,Yes,3,California,134
M,65,924dd5009ef945d6816d0577cdcc0cd5,20170602,67000.0,Yes,2,California,134
M,56,281d18c6603f43beb05270eb41d8c2f0,20180502,67000.0,Yes,1,California,134
M,46,e4989ca3d8974e28a3fe87aa0b0ce327,20180726,74000.0,Yes,1,California,134
M,45,cbbd509843f34de1b7dee82cca956ebc,20180531,40000.0,Yes,0,California,134
M,35,a8fcb3020d674e7087b4ab4a5088b391,20171217,68000.0,Yes,2,California,134
M,47,1b9818d88f7e4282b46d7481e952f9ce,20180609,91000.0,Yes,3,California,134
M,41,abab5839c83d4790a12ecf939dff600b,20140709,34000.0,Yes,4,California,134
M,45,0955202f20fc49e0b7d1c2a6843a9011,20180324,46000.0,Yes,0,California,134
M,47,7b88b4c2198a4bfabf062d2c28d94514,20170601,64000.0,Yes,0,California,134
M,56,7986640ceede4113872bcfa8c2bc69dc,20150929,102000.0,Yes,2,California,134
M,66,bc2aa51e67bc435e8e5c7a2eaf2c376c,20171119,86000.0,Yes,0,California,134
M,33,165faf21d18549ed802e14b605f6db08,20160517,64000.0,Yes,0,California,134
M,35,ccef05445ed64a0ab02bb9ac14da586d,20171207,72000.0,Yes,4,California,134
M,55,63f1bfb1a79949bf9bc0d0b8b184fe4e,20170327,64000.0,Yes,0,California,134
M,51,1e2ad9f03fad4369a78e871b807885d4,20150227,68000.0,Yes,4,California,134
M,19,8376fc5062bf46be963ae813903ecdad,20180523,36000.0,Yes,2,California,134
M,57,7594bc509b914aa19f35ed3fbf7b0c81,20180106,66000.0,Yes,0,California,134
M,52,084c6cf4cd3a46a288e55ab2213e644c,20170925,34000.0,Yes,0,California,134
M,28,a6105ca2ed8f4ce4b1b73f98b9b82c3a,20140208,53000.0,Yes,3,California,134
M,51,074e7e5b342a4254ad649dc6aeb6fa04,20180410,53000.0,Yes,0,California,134
M,34,72997ae4a938456ea6f2e3fcad1aea44,20180108,47000.0,Yes,0,California,134
M,51,ddf366a81c574a8c9dc860c437b4e035,20140110,49000.0,Yes,1,California,134
M,52,c7c576f3711d48c6856abe45f952a8f5,20180625,78000.0,Yes,0,California,134
M,42,c5075c044fd24ad08aa57bb1895d002e,20161225,91000.0,Yes,0,California,134
M,39,437d60b0eb6c43fdb874df11231f4198,20180421,55000.0,Yes,0,California,134
M,51,e3728b309d2a4dac904aa3286a8cb2ca,20180208,79000.0,Yes,2,California,134
M,52,73e1f6bb3fe04429bf3ffc04c89ff7f9,20170103,89000.0,Yes,3,California,134
M,61,1c5bff3f58604e84a6473111e3073292,20170107,68000.0,Yes,0,California,134
